,Date,CUSIP,Ticker,MktValue,Shares,Russell1000,Russell2000,Name,R1000_WT,R2000_WT
283151,20040227,37934A100,GISX,446579.12,14807,N,Y,GLOBAL IMAGING SYSTEMS,,0.000481
362803,20060531,086516101,BBY,21446450.0,404650,Y,N,BEST BUY INC,0.001684,
157679,20000731,452906100,IMAT,226962.5,90785,N,Y,IMATRON INC,,0.000244
160,19960131,031897101,AMP,,217599,Y,N,AMP INC,0.1636,
96094,19980930,941071102,WAST,121618.81,125542,N,Y,WASTEMASTERS INC,,0.000163
238555,20021129,23329J104,DQE,1050961.8,71494,N,Y,DQE INC,,0.001653
205025,20011130,786449108,SFE,493091.77,117683,N,Y,SAFEGUARD SCIENTIFIC,,0.000648
194738,20010831,27579R104,EWBC,545084.07,23087,N,Y,EAST WEST BANCORP IN,,0.0007
22008,19960830,552715104,WFR,,19920,Y,N,MEMC ELECTRONIC MATR,0.013,
118281,19990528,719085102,PXP,428433.38,43662,N,Y,PHOENIX INVESTMENTS,,0.000486
220762,20020531,231561101,CW,739269.6,10383,N,Y,CURTISS WRIGHT CORP,,0.000911
264869,20030829,171798101,XEC,902907.75,41513,N,Y,CIMAREX ENERGY CO,,0.001145
383065,20061130,92924F106,WGL,1611584.1,48762,N,Y,WGL HOLDINGS INC,,0.001185
306769,20041029,379302102,GRT,916739.1,35505,N,Y,GLIMCHER REALTY TRUST,,0.000897
280526,20040130,483600300,KANA,132868.8,27681,N,Y,KANA SOFTWARE INC,,0.000144
209586,20020131,344123104,FMXI,136558.23,16433,N,Y,FOAMEX INTL INC,,0.000171
79958,19980430,449669100,IGL,4105764.0,114049,Y,N,IMC GLOBAL INC,0.000447,
258037,20030530,89687P107,TRZ,982792.81,89917,Y,N,TRIZEC PROPERTIES INC,0.000107,
114896,19990430,487836108,K,8078728.0,218344,Y,N,KELLOGG CO,0.000725,
121002,19990630,65333B106,NXTR,584986.19,29341,N,Y,NEXSTAR PHARMACEUTI,,0.000641
171681,20001229,224399105,CR,1500646.87,52770,Y,N,CRANE CO,0.000126,
229214,20020830,068306109,BRL,1956828.54,27674,Y,N,BARR LABS INC,0.000224,
26382,19961031,004934105,ACTL,,19005,N,Y,ACTEL CORP,,0.052
69275,19971231,704326107,PAYX,4535190.0,89584,Y,N,PAYCHEX INC,0.000563,
29879,19961129,172909103,CIR,,103259,Y,N,CIRCUS CIRCUS ENTERP,0.06,
277002,20031231,278865100,ECL,5178677.7,189210,Y,N,ECOLAB INC,0.000481,
109216,19990226,488035106,KELL,190381.19,11761,N,Y,KELLSTROM INDS INC,,0.00024
242016,20021231,437306103,HME,894425.35,25963,N,Y,HOME PPTYS N Y INC,,0.001488
374363,20060929,00738A106,ADTN,1548980.16,64974,N,Y,ADTRAN INC,,0.001216
23388,19960930,000794107,ACCC,,13192,N,Y,ACC CORP,,0.0949
373424,20060831,712714302,PSPT,314416.94,18506,N,Y,PEOPLESUPPORT INC,,0.000249
207332,20011231,591598107,MXT,870489.18,33858,Y,N,METRIS COS INC,8.2e-05,
228443,20020731,863667101,SYK,6812793.94,134587,Y,N,STRYKER CORP,0.000782,
250122,20030331,156708109,CEPH,1843270.94,46151,Y,N,CEPHALON INC,0.000228,
233713,20020930,64115T104,NTCT,65905.62,18007,N,Y,NETSCOUT SYS INC,,0.000116
138669,19991231,716933106,PCYC,510922.5,12386,N,Y,PHARMACYCLICS INC,,0.000541
200071,20011030,05329W102,AN,2596316.58,256047,Y,N,AUTONATION INC,0.000264,
139660,20000131,023657208,AWA,590822.37,33053,N,Y,AMERICA WEST HLDG CO,,0.000637
96091,19980930,940688104,WWP,1108707.5,55960,N,Y,WASHINGTON WATER POW,,0.001483
360910,20060428,46185R100,IVGN,3236338.28,49028,Y,N,INVITROGEN CORP,0.000245,
138398,19991231,609200100,MOND,290996.5,8374,N,Y,MONDAVI ROBERT CORP,,0.000308
51592,19970630,674904107,OCFC,,9059,N,Y,OCEAN FINL CORP,,0.0403
156625,20000731,053690103,AVGN,519912.0,14442,N,Y,AVIGEN INC,,0.000559
27267,19961031,297425100,ESL,,8724,N,Y,ESTERLINE TECHNOLOGI,,0.0312
164540,20000929,776696106,ROP,1013844.94,30549,N,Y,ROPER INDS INC NEW,,0.001058
371673,20060831,066821109,BN,1129482.3,24006,N,Y,BANTA CORP,,0.000894
374459,20060929,02660R107,AHM,1537104.47,44081,N,Y,AMERICAN HOME MTG INVS,,0.001207
251897,20030331,804137107,SHS,77168.86,9719,N,Y,SAUER-DANFOSS INC.,,0.000135
356851,20060331,070203104,BSET,206582.25,10355,N,Y,BASSETT FURNITURE IND,,0.000151
263864,20030731,863902102,STU,488000.0,4000,Y,N,STUDENT LOAN CORP,5.1e-05,
269343,20030930,716016209,PETC,1117334.4,35812,N,Y,PETCO ANIMAL SUPPLIES,,0.001444
51033,19970630,456779107,IFMX,,134950,Y,N,INFORMIX CORP,0.0166,
19397,19960731,693475105,PNC,,340863,Y,N,PNC BANK CORP,0.1879,
309024,20041130,117665109,BMTC,140436.0,7050,N,Y,BRYN MAWR BANK CORP,,0.000127
383054,20061130,92846N104,VTAL,425609.03,13189,N,Y,VITAL IMAGES INC,,0.000313
312926,20041231,45168D104,IDXX,1895801.52,34728,Y,N,IDEXX LABS INC,0.000158,
316895,20050131,760943100,RSCR,277247.66,17426,N,Y,RES-CARE INC,,0.000254
149260,20000428,494274103,KBALB,444668.0,31762,N,Y,KIMBALL INTL INC,,0.000476
270494,20031031,04962L101,ATRX,412668.69,20541,N,Y,ATRIX LABS INC,,0.000494
351063,20060131,127914109,CDIS,3250679.32,77434,N,Y,CAL DIVE INTERNATIONAL,,0.002477
1540,19960131,534780101,LTEC,,30492,N,Y,LINCOLN TELECOMMUNIC,,0.111
120097,19990630,302633102,FSII,193265.63,23250,N,Y,FSI INTL INC,,0.000212
83702,19980529,808541106,SWM,531149.06,16065,N,Y,SCHWEITZER-MAUDUIT,,0.000584
121953,19990630,922417100,VECO,302600.0,8900,N,Y,VEECO INSTRS INC DEL,,0.000332
327628,20050531,302130109,EXPD,5365441.08,105246,Y,N,EXPEDITORS INTL OF WASH,0.000452,
37117,19970131,699173100,PMTC,,126864,Y,N,PARAMETRIC TECHNOLOG,0.1125,
357881,20060331,45666Q102,INFA,1350455.3,86846,N,Y,INFORMATICA CORP,,0.000986
250690,20030331,371559105,GWR,179877.5,11605,N,Y,GENESEE & WYO INC,,0.000315
344857,20051130,043353101,ARM,932423.1,70107,N,Y,ARVINMERITOR INC,,0.000764
323560,20050331,961815107,WON,1538887.35,75621,Y,N,WESTWOOD ONE INC,0.000131,
370773,20060731,817565104,SCI,2221105.03,295753,Y,N,SERVICE CORP INTL,0.000172,
35250,19970131,01642T108,ALKS,,14900,N,Y,ALKERMES INC,,0.0491
61823,19971031,066525106,BAR,87967.5,9510,N,Y,BANNER AEROSPACE INC,,0.0102
356854,20060331,073302101,BEAV,1853303.36,73778,N,Y,BE AEROSPACE INC,,0.001353
111629,19990331,33748T104,FWWB,229498.56,11807,N,Y,FIRST WASHINGTON,,0.000287
264726,20030829,12561E105,CKR,296389.8,47046,N,Y,CKE RESTAURANTS INC,,0.000376
192858,20010731,683948103,OPTN,97801.0,5753,N,Y,OPTION CARE INC,,0.000121
51655,19970630,69344M101,PMA,,24039,Y,N,PMI GROUP INC,0.0205,
313216,20041231,549764108,LUFK,284304.59,7124,N,Y,LUFKIN INDUSTRIES INC,,0.000248
971,19960131,317928109,FNV,,27264,Y,N,FINOVA GROUP INC,0.0265,
211349,20020131,929740108,WAB,336160.0,24448,N,Y,WABTEC CORP,,0.000421
256471,20030530,359694106,FUL,674439.48,28314,N,Y,FULLER H B CO,,0.000978
352633,20060131,699462107,PRXL,636318.0,26100,N,Y,PAREXEL INTERNATIONAL,,0.000485
203911,20011130,411901101,HARB,359716.35,22001,N,Y,HARBOR FLA BANCSHARE,,0.000473
351984,20060131,46031W204,ISE,419572.1,11294,N,Y,INTL SECURITIES EXCHANGE,,0.00032
106772,19990129,674904107,OCFC,197140.63,12617,N,Y,OCEAN FINL CORP,,0.000229
58811,19970930,04269E107,ARQL,217245.0,10345,N,Y,ARQULE INC,,0.0239
37078,19970131,690020102,OM,,20146,N,Y,OUTBOARD MARINE CORP,,0.0475
260579,20030630,759916109,RGEN,141616.02,27339,N,Y,REPLIGEN CORP,,0.000199
123180,19990730,345838106,FRX,4269227.5,83302,Y,N,FOREST LABORATORIES,0.00038,
182751,20010430,125896100,CMS,4113383.4,131418,Y,N,CMS ENERGY CORP,0.000364,
92593,19980831,78442T108,SLI,208642.5,15174,N,Y,SLI INC,,0.0003
296251,20040630,871543104,SYMM,399387.5,44875,N,Y,SYMMETRICOM INC,,0.000386
201061,20011030,448774109,HYDL,232311.78,12842,N,Y,HYDRIL CO,,0.000333
313214,20041231,549271104,LZ,2409575.06,65371,Y,N,LUBRIZOL CORP,0.000201,
174656,20010131,261570105,DBRN,443130.75,14958,N,Y,DRESS BARN INC,,0.000484
303216,20040930,178566105,CYN,2658598.35,40933,Y,N,CITY NATIONAL CORP,0.00024,
231327,20020830,83088M102,SWKS,566962.2,134991,N,Y,SKYWORKS SOLUTIONS,,0.000927
314194,20041231,87157D109,SYNA,672882.32,22004,N,Y,SYNAPTICS INC,,0.000588
272919,20031031,898349105,TRST,972029.25,74485,N,Y,TRUSTCO BANK CORP NY,,0.001163
180412,20010330,29476L107,EQR,6906150.02,132734,Y,N,EQUITY RESIDENTIAL P,0.000662,
310295,20041130,576323109,MTZ,196938.47,23473,N,Y,MASTEC INC,,0.000178
200804,20011030,320218100,THFF,264671.55,6855,N,Y,FIRST FINL CORP IND,,0.000379
278564,20031231,83545G102,SAH,624065.76,27228,N,Y,SONIC AUTOMOTIVE INC,,0.000707
39226,19970228,390568103,GLK,,62272,Y,N,GREAT LAKES CHEMICAL,0.0442,
20740,19960830,075887109,BDX,,126020,Y,N,BECTON DICKINSON & C,0.0951,
49025,19970530,804395101,BFS,,10085,N,Y,SAUL CENTERS INC,,0.0229
194734,20010831,269151106,ESST,397870.05,29803,N,Y,ESS TECHNOLOGY INC,,0.000511
189046,20010629,379352404,GLM,3094666.56,166112,Y,N,GLOBAL MARINE INC,0.000272,
281062,20040130,694873100,PSUN,1620417.24,70668,N,Y,PACIFIC SUNWEAR OF CALIF,,0.00176
161570,20000831,759509102,RS,408870.0,19824,N,Y,RELIANCE STEEL & ALU,,0.00041
325893,20050429,753820109,RARE,945407.06,33983,N,Y,RARE HOSPITALITY INTL,,0.000927
40583,19970228,872180104,TBCC,,23841,N,Y,TBC CORP,,0.0308
72490,19980130,827079203,SILI,423300.0,9960,N,Y,SILICONIX INC,,0.0496
179053,20010228,84855W109,SKE,363546.0,9567,N,Y,SPINNAKER EXPL CO,,0.000428
63881,19971031,834092108,SOL,829544.62,24309,N,Y,SOLA INTL INC,,0.096
74622,19980227,577777105,SPEH,164113.31,13329,N,Y,MAY & SPEH INC,,0.018
147628,20000331,895925105,TGIC,270420.31,13313,N,Y,TRIAD GTY INC,,0.000271
311840,20041231,046220109,ASFI,249182.56,9284,N,Y,ASTA FDG INC,,0.000218
303469,20040930,26613X101,DPMI,249584.88,14647,N,Y,DUPONT PHOTOMASKS INC,,0.000248
40165,19970228,743168106,PRGX,,4773,N,Y,PROFIT RECOVERY GRP,,0.0113
132942,19991029,711030106,PGL,1348582.0,35489,Y,N,PEOPLES ENERGY CORP,0.000117,
153343,20000531,983922105,XIRC,1094981.25,26545,N,Y,XIRCOM INC,,0.001239
87092,19980630,911843209,USF,4518771.09,161565,Y,N,U S FILTER CORP,0.000476,
232949,20020930,361268105,GKSRA,660311.95,19507,N,Y,G & K SVCS INC,,0.001165
17491,19960731,008363103,AGCH,,3966,N,Y,AG CHEM EQUIPMENT IN,,0.0124
149760,20000428,701094104,PH,5371680.0,115520,Y,N,PARKER HANNIFIN CORP,0.000425,
224607,20020628,58500P107,MDTL,85440.93,10803,N,Y,MEDIS TECHNOLOGIES L,,0.000118
382910,20061130,896095106,TCBK,372854.56,13789,N,Y,TRICO BANCSHARES,,0.000274
129394,19990930,460254105,IRF,788577.5,51710,N,Y,INTERNATIONAL RECTIF,,0.000946
107841,19990226,007974108,ADVS,245108.25,5314,N,Y,ADVENT SOFTWARE INC,,0.000309
349326,20051230,584404107,MEG,1090100.7,21501,N,Y,MEDIA GENERAL INC,,0.000902
3388,19960229,132632100,CAM,,24154,N,Y,CAMCO INTERNATIONAL,,0.1216
333203,20050729,154785109,CPC,290971.5,20067,N,Y,CENTRAL PARKING CORP,,0.000238
77369,19980331,537008104,LFUS,514306.0,19781,N,Y,LITTELFUSE INC,,0.0541
316875,20050131,758865109,RGCI,183157.77,34854,N,Y,REGENT COMMUNICATIONS,,0.000168
31680,19961129,834380107,SOLV,,15214,N,Y,SOLV EX CORP,,0.0297
30253,19961129,313400301,FRE,,177605,Y,N,FED HOME LOAN MTG CO,0.3232,
102485,19981231,132011107,CBM,553824.0,23076,N,Y,CAMBREX CORP,,0.000648
352106,20060131,500643200,KFY,711122.88,35988,N,Y,KORN FERRY INTERNATIONAL,,0.000542
339669,20050930,33615C101,FRGB,190750.59,2421,N,Y,FIRST REGIONAL BANCORP,,0.000158
194945,20010831,358433100,FBR,149146.8,22598,N,Y,FRIEDMAN BILLINGS RA,,0.000192
104019,19981231,712713106,PSFT,3212481.75,169636,Y,N,PEOPLESOFT INC,0.00031,
5408,19960229,872375100,TE,,116619,Y,N,TECO ENERGY INC,0.0557,
193957,20010831,00845V100,AGR.A,3060418.2,600082,Y,N,AGERE SYS INC,0.00029,
17176,19960628,908903107,UCHM,,21882,N,Y,UNIROYAL CHEMICAL CP,,0.0497
154169,20000630,254546104,DNEX,590345.75,22069,N,Y,DIONEX CORP,,0.000611
118644,19990528,847807104,SP,229138.44,23653,N,Y,SPELLING ENTERTNMT G,,0.00026
39664,19970228,557497104,MDSN,,16080,N,Y,MADISON GAS & ELECTR,,0.0503
377538,20061031,04543P100,AACC,297516.05,16705,N,Y,ASSET ACCEPTANCE CAPITAL,,0.000222
118779,19990528,880915103,TRA,128661.75,32676,N,Y,TERRA INDUSTRIES INC,,0.000146
16409,19960628,693499105,PPL,,159403,Y,N,PP&L RESOURCES INC,0.0676,
169702,20001130,570619106,MKTW,17293.5,3843,N,Y,MARKETWATCH COM INC,,2.1e-05
48571,19970530,649389103,NYB,,13431,N,Y,NEW YORK BANCORP INC,,0.061
177883,20010228,432848109,HLT,3545374.14,331034,Y,N,HILTON HOTELS CORP,0.000317,
112384,19990331,629140104,NI,3173175.0,117525,Y,N,NIPSCO INDUSTRIES IN,0.000296,
140682,20000131,410768105,HC,1138188.5,28724,N,Y,HANOVER COMPRESSOR C,,0.001226
57019,19970829,458683109,INGR,413091.94,41569,N,Y,INTERGRAPH CORP,,0.0487
99803,19981130,217204106,CPRT,216265.0,9352,N,Y,COPART INC,,0.000267
240648,20021129,931142103,WMT,147539964.0,2724150,Y,N,WAL MART STORES INC,0.01656,
322745,20050331,718592108,PVH,645700.32,24238,N,Y,PHILLIPS VAN HEUSEN,,0.000595
156687,20000731,077459105,BWC,610411.87,24295,N,Y,BELDEN INC,,0.000656
286673,20040331,601073109,MIL,2341437.98,45571,Y,N,MILLIPORE CORP,0.000214,
293380,20040528,89687P107,TRZ,1345003.66,81466,Y,N,TRIZEC PROPERTIES INC,0.000124,
311029,20041130,82661W107,SGTL,879901.76,24592,N,Y,SIGMATEL INC,,0.000794
81762,19980529,05366B102,AVL,230884.88,15787,N,Y,AVIALL INC,,0.000254
361691,20060428,749607107,RLI,1117488.0,22530,N,Y,RLI CORP,,0.00082
191633,20010731,229678107,CBST,951408.01,26509,N,Y,CUBIST PHARMACEUTICA,,0.001179
272587,20031031,808513105,SCH,14319658.32,1056022,Y,N,SCHWAB CHARLES CORP,0.001408,
176233,20010131,852857101,STMP,117617.19,30110,N,Y,STAMPS COM INC,,0.000128
78610,19980331,943315101,WMO,1087765.87,47166,N,Y,WAUSAU-MOSINEE PAPER,,0.1145
319581,20050228,682128103,OVTI,1124120.62,55622,N,Y,OMNIVISION TECHNOLOGIES,,0.001016
54680,19970731,701081101,PKD,758996.56,58105,N,Y,PARKER DRILLING CO,,0.0915
280887,20040130,63633D104,NHI,575493.15,22177,N,Y,NATIONAL HEALTH INVS INC,,0.000625
79351,19980430,205887102,CAG,14021937.7,480409,Y,N,CONAGRA INC,0.001526,
212982,20020228,542307103,STAR,353461.28,17924,N,Y,LONE STAR STEAKHOUSE,,0.000456
268615,20030930,45666Q102,INFA,476740.4,63992,N,Y,INFORMATICA CORP,,0.000616
321616,20050331,311900104,FAST,3369982.99,60929,Y,N,FASTENAL CO,0.000288,
118951,19990528,920387107,VCD,113612.06,11881,N,Y,VALUE CITY DEPT STOR,,0.000129
75754,19980227,929253102,WIC,888882.19,18591,N,Y,WICOR INC,,0.0977
166095,20001031,285661104,EDS,18983261.69,404437,Y,N,ELECTRONIC DATA SYS,0.001451,
247446,20030228,253651103,DBD,2617229.16,71981,Y,N,DIEBOLD INC,0.000326,
105614,19990129,222816100,CVD,1834465.5,58237,N,Y,COVANCE INC,,0.002127
301041,20040831,46126P106,IMA,207550.5,13425,N,Y,INVERNESS MED INNOVATION,,0.000218
215718,20020328,472319102,JEF,1092453.0,22665,N,Y,JEFFERIES GROUP INC,,0.001305
85781,19980630,478160104,JNJ,99505210.0,1344665,Y,N,JOHNSON & JOHNSON,0.010485,
247716,20030228,354613101,BEN,5561479.44,170232,Y,N,FRANKLIN RES INC,0.000692,
372522,20060831,382550101,GT,2410001.6,177206,Y,N,GOODYEAR TIRE & RUBBER,0.000183,
231020,20020830,740189105,PCP,1181826.4,51880,Y,N,PRECISION CASTPARTS,0.000135,
170100,20001130,705107100,PECS,21847.0,3121,N,Y,PEC SOLUTIONS INC,,2.7e-05
87755,19980731,12561E105,CKR,1744777.13,46683,Y,N,CKE RESTAURANTS INC,0.000184,
356400,20060228,93564A100,WRES,389362.82,26614,N,Y,WARREN RESOURCES INC,,0.000299
249969,20030331,099724106,BWA,1269673.6,26540,Y,N,BORG WARNER INC,0.000157,
127888,19990831,92844S105,VISX,5077502.5,56105,Y,N,VISX INC DEL,0.000457,
40896,19970228,940688104,WWP,,55960,Y,N,WASHINGTON WATER POW,0.0158,
67011,19971128,893485102,TA,6870594.94,63287,Y,N,TRANSAMERICA CORP,0.0868,
132256,19991029,453096109,IHK,168103.44,31643,N,Y,IMPERIAL SUGAR CO NE,,0.000204
292978,20040528,76182K105,RJR,4738559.2,84316,Y,N,REYNOLDS R J TOB HLDGS,0.000436,
58000,19970829,825388309,SHBZ,348778.37,14921,N,Y,SHOWBIZ PIZZA TIME I,,0.0411
72589,19980130,863555108,SDRC,793665.5,33773,N,Y,STRUCTURAL DYNAMICS,,0.093
23449,19960930,009158106,APD,,111832,Y,N,AIR PRODUCTS & CHEMI,0.114,
142045,20000131,891027104,TMK,3313088.19,131537,Y,N,TORCHMARK CORP,0.000275,
313315,20041231,580135101,MCD,40376620.48,1259408,Y,N,MCDONALDS CORP,0.003361,
300759,20040831,371532102,GCO,490928.7,21790,N,Y,GENESCO INC,,0.000515
216404,20020328,741511109,PSMT,137489.4,3772,N,Y,PRICESMART INC,,0.000164
227157,20020731,432848109,HLT,4052445.28,331624,Y,N,HILTON HOTELS CORP,0.000465,
38910,19970228,260561105,DJ,,49533,Y,N,DOW JONES & CO INC,0.0305,
354839,20060228,437076102,HD,90988319.85,2158679,Y,N,HOME DEPOT INC,0.007028,
149574,20000428,635519101,NLCS,1673364.75,32532,N,Y,NATIONAL COMPUTER SY,,0.001789
329507,20050531,928497106,VTSS,542622.5,217049,N,Y,VITESSE SEMICONDUCTOR,,0.000501
37562,19970131,847497203,SPEQ,,12536,N,Y,SPECIALTY EQUIPMENT,,0.024
298326,20040730,567908108,HZO,286104.65,11635,N,Y,MARINEMAX INC,,0.000298
25286,19960930,681593109,OLM,,31089,N,Y,OLYMPIC FINANCIAL LT,,0.1166
310744,20041130,729132100,PLXS,591951.25,43051,N,Y,PLEXUS CORP,,0.000534
205900,20011231,04362P108,ASCL,1050432.3,259366,N,Y,ASCENTIAL SOFTWARE C,,0.001304
384342,20061229,374163103,GERN,578742.48,65916,N,Y,GERON CORP,,0.000424
154256,20000630,285229100,ESIO,1174357.47,26671,N,Y,ELECTRO SCIENTIFIC I,,0.001216
40820,19970228,92023F106,VALY,,13054,N,Y,VALLICORP HLDGS INC,,0.0425
156406,20000731,00651F108,ADPT,2453343.75,99125,Y,N,ADAPTEC INC,0.00019,
26106,19960930,910581107,UNH,,186657,Y,N,UNITED HEALTHCARE CO,0.1359,
35017,19961231,926918103,VSVR,,13296,N,Y,VIDEOSERVER INC,,0.0815
206224,20011231,172062101,CINF,5182448.6,135844,Y,N,CINCINNATI FINL CORP,0.000487,
89124,19980731,628874109,NCSS,399742.63,13814,N,Y,NCS HEALTHCARE INC,,0.000465
32669,19961231,125820100,CML,,49812,N,Y,CML GROUP,,0.0242
184239,20010430,70159Q104,PKY,267440.64,9312,N,Y,PARKWAY PPTYS INC,,0.000308
114429,19990430,318900107,FAM,4521112.88,116486,Y,N,FIRST AMERICAN CORP/,0.000405,
318493,20050228,27874N105,ELON,195041.51,27983,N,Y,ECHELON CORP,,0.000176
252404,20030331,941053100,WCN,954511.5,27667,N,Y,WASTE CONNECTIONS IN,,0.001671
297041,20040730,099724106,BWA,2628860.52,55708,Y,N,BORG WARNER INC,0.000241,
190046,20010629,740884101,PLFE,485094.4,21656,N,Y,PRESIDENTIAL LIFE CO,,0.000567
62606,19971031,368538104,GELX,399371.0,13538,N,Y,GELTEX PHARMACEUTICA,,0.0462
209567,20020131,337162101,FTN,4320308.52,126621,Y,N,FIRST TENN NATL CORP,0.000412,
100108,19981130,33748T104,FWWB,237151.75,11429,N,Y,FIRST WASHINGTON,,0.000293
353301,20060131,90337L108,USPH,221061.0,11885,N,Y,U S PHYSICAL THERAPY INC,,0.000168
265893,20030829,552074106,WLS,156571.2,4192,N,Y,LYON WILLIAM HOMES,,0.000199
283115,20040227,368710406,DNA,22126189.09,205081,Y,N,GENENTECH INC,0.001994,
188572,20010629,208251405,COC.B,18055332.8,624752,Y,N,CONOCO INC,0.001586,
66545,19971128,748762101,QTEL,26306.25,4575,N,Y,QUINTEL ENTERTAINMEN,,0.0031
106000,19990129,372302109,GLYT,218012.38,12154,N,Y,GENLYTE GROUP INC,,0.000253
150550,20000428,943315101,WMO,644637.75,53166,N,Y,WAUSAU-MOSINEE PAPER,,0.000689
23149,19960830,911596104,USBC,,157896,Y,N,U S BANCORP,0.1115,
133971,19991130,023608102,AEE,4751069.37,137215,Y,N,AMEREN CORP,0.000403,
303515,20040930,285218103,ELRC,198907.68,18017,N,Y,ELECTRO RENT CORP,,0.000198
130356,19990930,810186106,SMG,635611.12,18357,N,Y,SCOTTS CO,,0.000763
201545,20011030,609200100,MOND,261124.08,8364,N,Y,MONDAVI ROBERT CORP,,0.000374
31889,19961129,885160101,THO,,5021,N,Y,THOR INDUSTRIES INC,,0.0176
108229,19990226,12612L108,SUR,173586.0,16532,N,Y,CNA SURETY CORP,,0.000219
135015,19991130,410550107,HRD,2284931.56,31435,Y,N,HANNAFORD BROS CO,0.000194,
162978,20000929,22160N109,CSGP,447959.0,12107,N,Y,COSTAR GROUP INC,,0.000468
89290,19980731,690732102,OMI,244678.5,19772,N,Y,OWENS & MINOR INC,,0.000285
295524,20040630,638522102,NWLIA,336274.5,2190,N,Y,NATIONAL WESTRN LIFE INS,,0.000325
163431,20000929,383486107,GNET,1484816.03,27362,N,Y,GO2NET INC,,0.00155
137992,19991231,454707100,IEI,528737.0,29788,N,Y,INDIANA ENERGY INC,,0.00056
317838,20050228,043127109,ATSN,356135.36,34376,N,Y,ARTESYN TECHNOLOGIES INC,,0.000322
333713,20050729,338494107,FLDR,141377.79,13127,N,Y,FLANDERS CORP,,0.000116
310833,20041130,749660106,RES,259883.25,9537,N,Y,RPC INC,,0.000234
141972,20000131,87307Q109,TVGIA,1399109.37,37750,Y,N,TV GUIDE INC,0.000116,
178345,20010228,59563W104,MRS,267186.5,11018,N,Y,MIDCOAST ENERGY RES,,0.000314
191507,20010731,19074W100,CBZ,64560.3,9093,N,Y,COBALT CORP,,8e-05
143055,20000229,231914102,COOL,127825.31,14505,N,Y,CYBERIAN OUTPOST INC,,0.00012
265684,20030829,459506101,IFF,2169846.0,68884,Y,N,INTL FLAVORS & FRAGRANCE,0.000223,
349352,20051230,590188108,MER,63840740.21,942577,Y,N,MERRILL LYNCH & CO INC,0.005051,
280175,20040130,364730101,GCI,23022134.55,268605,Y,N,GANNETT INC,0.002101,
382982,20061130,913004107,USTR,1464912.3,31585,N,Y,UNITED STATIONERS INC,,0.001077
157415,20000731,350404109,FHS,1506286.75,103436,N,Y,FOUNDATION HEALTH SY,,0.001619
231663,20020830,913377107,UHCO,143374.95,23313,N,Y,UNIVERSAL AMERN FINL,,0.000234
291387,20040528,197779101,CBRX,107066.34,34989,N,Y,COLUMBIA LABS INC,,0.000119
180892,20010330,48206U104,JMXI,64138.75,19735,N,Y,JUPITER MEDIA METRIX,,7.9e-05
245931,20030131,758110100,RBK,1495095.84,49441,Y,N,REEBOK INTL LTD,0.000183,
181207,20010330,62855T102,MYPT,15271.25,24434,N,Y,MYPOINTS COM INC,,1.9e-05
346313,20051130,577729205,MXO,1028044.78,253213,N,Y,MAXTOR CORP,,0.000842
4881,19960229,704227107,PXR,,17826,N,Y,PAXAR CORP,,0.0451
49325,19970530,887364107,TMC,,79654,Y,N,TIMES MIRROR COMPANY,0.0642,
207745,20011231,740065107,PPD,336712.5,15375,N,Y,PRE PAID LEGAL SVCS,,0.000418
273313,20031128,023135106,AMZN,11901092.76,220146,Y,N,AMAZON COM INC,0.001157,
183483,20010430,423319102,HELX,698647.0,22537,N,Y,HELIX TECHNOLOGY COR,,0.000804
148707,20000428,27579R104,EWBC,280275.0,22422,N,Y,EAST WEST BANCORP IN,,0.0003
277867,20031231,595137100,MSCC,711345.2,28940,N,Y,MICROSEMI CORP,,0.000805
363863,20060531,461730103,IRETS,409157.18,44522,N,Y,INVESTORS REAL ESTATE TR,,0.000319
123060,19990730,297602104,ETH,1296987.5,40850,N,Y,ETHAN ALLEN INTERIOR,,0.001479
363721,20060531,431284108,HIW,1668203.0,53813,N,Y,HIGHWOODS PROPERTIES INC,,0.001302
29407,19961129,023120108,AU,,49987,N,Y,AMAX GOLD INC,,0.0441
124576,19990730,847705100,SFAM,242825.63,24668,N,Y,SPEEDFAM-IPEC INC,,0.000277
296934,20040730,053491106,AVAN,148582.0,74291,N,Y,AVANT IMMUNOTHERAPEUTICS,,0.000155
215540,20020328,435758305,HOC,157526.6,8492,N,Y,HOLLY CORP,,0.000188
339829,20050930,404119109,HCA,21140722.64,441167,Y,N,HCA INC,0.001695,
29465,19961129,032094203,APH,,35609,Y,N,AMPHENOL CORP,0.0121,
272895,20031031,893521104,TRH,1619137.0,21110,Y,N,TRANSATLANTIC HLDGS INC,0.000159,
152175,20000531,580589109,MGRC,206055.81,13214,N,Y,MCGRATH RENTCORP,,0.000233
245904,20030131,75025N102,RADS,160187.86,17206,N,Y,RADIANT SYSTEMS INC,,0.000275
10505,19960430,653522102,NMK,,144332,Y,N,NIAGARA MOHAWK POWER,0.0199,
76809,19980331,313586109,FNM,67108250.0,1061000,Y,N,FANNIE MAE,0.007369,
174105,20010131,046265104,ASFC,2337686.87,44794,N,Y,ASTORIA FINL CORP,,0.002554
334282,20050729,552690109,MDU,3635401.9,118417,Y,N,MDU RESOURCES GROUP INC,0.00029,
251115,20030331,53219L109,LPNT,989459.55,39405,Y,N,LIFEPOINT HOSPITALS,0.000122,
