PERMNO,date,SICCD,NCUSIP,TICKER,COMNAM,TSYMBOL,PERMCO,HEXCD,CUSIP,PRC,VOL,RET,BID,ASK,SHROUT,NUMTRD,ewretd
16548,1996-09-16,6712,05968510,BOH,BANCORP HAWAII INC,,589,1,06254010,39.125,81700.0,0.003205,38.875,39.375,40866.0,,0.002124
92225,1996-05-24,8070.0,87162E10,NZYM,SYNTHETECH INC,NZYM,7243,3,87162E10,9.0,90070.0,0.014085,8.875,9.125,13475.0,88.0,0.005934
77928,1999-05-03,2082,20442910,CU,COMPANIA CERVECERIAS UNIDAS S A,,11717,1,20442910,24.5625,28600.0,0.0,24.25,24.75,10510.0,,0.006624
75730,2000-07-03,2750,74111310,PRST,PRESSTEK INC,PRST,10144,3,74111310,16.375,59817.0,0.003831,16.375,16.5,32615.0,102.0,0.009012000000000001
32054,2005-05-17,3550,28522910,ESIO,ELECTRO SCIENTIFIC INDS INC,ESIO,6507,3,28522910,18.2,148598.0,0.017897,18.2,18.18,28555.0,668.0,0.003165
79168,1999-04-16,5430,41586310,HARY,HARRYS FARMERS MARKET INC,HARY,12148,3,41586310,0.96875,20560.0,0.0,0.96875,1.09375,4139.0,11.0,0.011929
81004,2002-03-06,3620,69121710,OWOS,OWOSSO CORP,OWOS,13393,3,69121710,0.5,6800.0,0.388889,0.43,0.5,5874.0,8.0,0.012604
66472,2001-05-25,3679,83268820,SMTI,S M T E K INTERNATIONAL INC,SMTI,1276,3,83268820,10.11,30689.0,0.098913,10.0,10.17,2278.0,89.0,0.0026620000000000003
75038,1997-11-04,4841,87924V20,TCOMB,TELE COMMUNICATIONS INC NEW,TCOMB,4388,3,87924V20,-23.5,0.0,-0.005291,23.0,24.0,38545.0,0.0,-0.000174
83350,2002-12-16,6030,00198410,AMFC,A M B FINANCIAL CORP,AMFC,14487,3,00198410,14.45,4000.0,-0.002072,14.33,14.71,798.0,2.0,0.009170999999999999
77839,1996-01-23,8170,05380110,AVIT,AVITAR INC NEW,AVIT,11660,2,05380110,0.34375,45500.0,-0.333333,0.3125,0.40625,5177.0,15.0,0.0019809999999999997
53401,1996-08-05,8063,20401510,CMY,COMMUNITY PSYCHIATRIC CENTERS,,20491,1,89371910,8.0,300500.0,0.000000,7.75,8.125,44402.0,,-0.000304
91615,2006-11-16,8731.0,59101880,MBLX,METABOLIX INC,MBLX,51451,3,98585K86,18.25,339281.0,0.140625,18.1,18.25,20270.0,1087.0,0.000185
89783,2006-07-05,6726.0,62618U10,MUI,MUNI INTERMEDIATE DURATION FD IN,MUI,44186,1,09253X10,13.97,44000.0,-0.006401,13.97,14.0,38035.0,,-0.007863
88779,1997-07-10,3570,44320910,HOWT,HOWTEK INC,HOWT,7343,3,44934S20,1.9375,13813.0,0.107143,1.8125,2.0625,9032.0,10.0,0.005035
44513,2004-06-04,3679,87855510,TNL,TECHNITROL INC,TNL,21717,1,74586W20,20.55,89700.0,0.017327000000000002,20.55,20.62,40342.0,,0.006289
82476,2003-04-30,5460,22526810,,CREATIVE BAKERIES INC,,14045,3,04983620,,,B,,,5262.0,,0.007256
42534,2006-09-27,2531,47836610,JCI,JOHNSON CONTROLS INC,JCI,21019,1,47836610,71.68,899100.0,0.006883,71.61,71.65,195565.0,,0.0036799999999999997
83683,1996-08-19,6030,74386810,PROV,PROVIDENT FINANCIAL HOLDINGS INC,PROV,14778,3,74386810,10.875,55900.0,0.000000,10.75,11.0,5125.0,20.0,0.00018
88302,2006-07-14,6726,46428784,IYY,ISHARES TRUST,IYY,37493,4,46428784,60.02,41700.0,-0.004313,60.02,60.09,7750.0,,-0.0068909999999999996
88896,2004-11-16,6726,67800210,OIH,OIL SERVICE HOLDRS TRUST,OIH,41258,4,67800210,79.21,1800200.0,0.006480,79.21,79.31,8890.0,,-0.003363
33099,2001-01-05,1311,45303840,IMO,IMPERIAL OIL LTD,,20972,2,45303840,24.95,51800.0,-0.004787,24.85,25.0,429451.0,,-0.008606
79341,2000-02-14,6726,6706L010,NCU,NUVEEN CA PREM INC MUN FD,,29887,2,6706L010,12.5,15400.0,0.0,12.25,12.75,5754.0,,0.007272
83504,2001-02-07,6030,32020F10,FFBH,FIRST FEDERAL BANCSHARES ARK INC,FFBH,14587,3,07384410,20.0625,21100.0,0.003125,20.0625,20.625,3554.0,5.0,-0.0043619999999999996
83203,2001-04-25,6021,30675410,FCB,FALMOUTH BANCORP INC,,31594,2,30675410,-16.895,0.0,0.005655,16.69,17.1,1024.0,,0.011509
83491,1997-05-19,3650.0,22417310,CREG,CRAIG CONSUMER ELECTRONICS INC,CREG,14639,3,22417310,0.75,2000.0,0.714286,0.4375,0.6875,3434.0,1.0,0.001997
84530,1997-06-17,1310,27986210,EPEX,EDGE PETROLEUM CORP DEL,EPEX,15360,3,27986210,14.375,14650.0,-0.017094,14.125,14.375,7712.0,22.0,0.000779
78040,2004-03-30,6726,46136810,PPM,INVESTMENT GRADE MUN INC FD,PPM,29613,1,46136810,15.36,22500.0,0.002611,15.37,15.43,10357.0,,0.006653
85294,1997-09-15,3660,45578L10,IINT,INDUS INTERNATIONAL INC,IINT,15670,3,45578L10,17.125,3810.0,0.022388,16.5,17.125,29214.0,6.0,0.001281
87538,2003-06-20,7373,46261R10,IPT,IPARTY CORP,IPT,36613,2,46261R10,0.25,22800.0,0.000000,0.25,0.28,17458.0,,-9e-06
77069,1997-03-20,6726,67097910,NUM,NUVEEN MI QLTY INC MUNI FD INC,,29115,1,67097910,15.75,10500.0,-0.007874,15.25,16.25,11192.0,,0.000975
77261,1998-07-22,4830,38724110,GBTVK,GRANITE BROADCASTING CORP,GBTVK,11281,3,38724110,12.5,219500.0,-0.019608,12.5,12.625,10062.0,17.0,-0.005939
83662,1996-10-18,7940,38617610,GPLB,GRAND PRIX ASSOC LONG BEACH INC,GPLB,14757,3,38617610,8.0,600.0,-0.085714,8.0,8.75,3641.0,2.0,0.0018809999999999999
83758,1999-03-10,6210,76101310,RPII,RESEARCH PARTNERS INTL INC,RPII,14856,3,31814910,3.0,74811.0,0.000000,2.9375,3.0625,8411.0,64.0,0.0066170000000000005
68823,2002-08-28,3690,80303830,SANYY,SANYO ELECTRIC CO LTD,SANYY,3977,3,80303830,21.29,2800.0,0.001882,20.55,21.27,131.0,1.0,-0.013288
86436,2000-05-17,7310.0,88335R10,TGLO,THEGLOBE COM,TGLO,16316,3,88335R10,2.4375,379658.0,0.026316,2.4375,2.46875,30512.0,403.0,-0.00621
83947,1999-11-08,3590,56449110,MANS,MANSUR INDUSTRIES,MANS,14992,3,87187Q10,7.125,6200.0,-0.008696,6.875,7.125,4601.0,15.0,0.005562
81133,2002-06-03,4813,87927320,TEO,TELECOM ARGENTINA STET FR TEL SA,TEO,30836,1,87927320,1.02,2424600.0,-0.028571,1.01,1.04,48382.0,,-0.017748
75833,1999-06-03,5810,75120310,RLLY,RALLYS HAMBURGERS INC,RLLY,10328,3,75120310,0.71875,29600.0,-0.041667,0.6875,0.71875,29330.0,8.0,0.002388
82214,1997-04-23,7370,83169K10,SFLX,SMARTFLEX SYSTEMS INC,SFLX,13892,3,83169K10,11.75,5600.0,-0.040816,11.75,12.25,6316.0,13.0,-0.000579
87648,2003-06-20,7372,74913K10,QVDX,QUOVADX INC,QVDX,17963,3,74913K10,2.82,150172.0,-0.010526,2.82,2.9,30519.0,276.0,-9e-06
89044,2004-12-07,7379.0,69328210,PDFS,P D F SOLUTIONS INC,PDFS,41820,3,69328210,14.55,47639.0,-0.014895,14.55,14.48,25372.0,241.0,-0.011669
87392,2000-04-19,4810,45073210,IBAS,IBASIS INC,IBAS,17324,3,45073220,29.75,460392.0,0.072072,29.625,29.75,33832.0,761.0,0.011476
80568,2006-11-06,5040,69366A10,PSSI,PSS WORLD MEDICAL INC,PSSI,13049,3,69366A10,19.69,522132.0,0.018624,19.67,19.68,67705.0,2312.0,0.009337
76428,2006-07-10,6331,60032R10,MLEA,MILLEA HOLDINGS INC,MLEA,4466,3,60032R10,93.84,8260.0,0.019922,93.69,94.06,17903.0,55.0,-0.0021899999999999997
88726,2001-03-01,7371,23803V10,DLEX,DATALEX PLC,DLEX,40200,3,23803V10,-8.71875,0.0,-0.003571,8.6875,8.75,5993.0,0.0,-0.005542
75069,1999-07-27,6798,45292610,IOT,INCOME OPPORTUNITY RLTY INVS INC,,20974,2,45292610,6.6875,4400.0,-0.036036,,,1527.0,,0.0036
80401,2001-12-14,6726,74936A10,RCS,R C M STRATEGIC GLOBAL GOV FD IN,,30364,1,72200X10,10.26,73200.0,-0.006776,10.25,10.3,30516.0,,0.002317
79850,1998-05-20,3990,59862K10,MIKN,MIKOHN GAMING CORP,MIKN,12589,3,74332S20,7.0,10350.0,-0.017544,7.0,7.125,10520.0,18.0,-0.00238
83630,2006-10-23,7373,11141260,,BROADVISION INC,,14750,3,11141270,,,B,,,34522.0,,0.0011710000000000002
76709,1997-04-21,2830,45168D10,IDXX,I D E X X LABORATORIES INC,IDXX,10989,3,45168D10,10.125,2664773.0,0.018868,10.0,10.125,38130.0,1491.0,-0.008516
75060,2003-02-19,6726,22491610,CIK,CREDIT SUISSE ASSET MGMT INC FD,CIK,20710,2,22491610,4.18,90900.0,-0.011820,4.18,4.22,49896.0,,-0.00433
83914,1997-01-14,3660,87993130,TLDT,TELIDENT INC,TLDT,14895,3,87993140,2.0,51716.0,0.049180,1.8125,2.0625,6152.0,8.0,0.004804999999999999
81132,1999-06-21,3674,86101210,STM,STMICROELECTRONICS NV,,30835,1,86101210,72.1875,627600.0,0.030330,71.3125,72.9375,284280.0,,0.0046240000000000005
35238,2000-12-19,5531,71327810,PBY,PEP BOYS MANNY MOE & JACK,,21383,1,71327810,3.75,283000.0,-0.047619,,,53247.0,,-0.01454
10935,1996-11-22,3650,10053410,BOSA,BOSTON ACOUSTICS INC,BOSA,8813,3,10053410,17.25,10435.0,-0.048276,17.25,19.0,4276.0,6.0,0.007056000000000001
85741,1998-10-30,6090,63080110,NARA,NARA BANK NATIONAL ASSOC,NARA,15933,3,43940T10,-9.125,0.0,0.000000,9.0,9.25,4045.0,0.0,0.014811000000000001
12036,2006-08-17,4741,36144810,GMT,G A T X CORP,GMT,20773,1,36144810,38.53,452800.0,-0.006703,38.53,38.54,50899.0,,0.003179
84144,2000-12-13,7370,91827810,VONE,V ONE CORP,VONE,15070,3,91827810,1.25,561026.0,0.818182,1.25,1.3125,22127.0,521.0,-0.006033
82176,1998-06-25,2080,75747310,HOOK,REDHOOK ALE BREWERY INC,HOOK,13945,3,22412210,6.0,23885.0,0.054945,5.9375,6.125,7687.0,31.0,-0.000174
76483,1997-12-23,3990,16361610,CTRL,CHEMI TROL CHEMICAL CO,CTRL,10749,3,16361610,21.0,7741.0,0.024390,20.875,21.875,2005.0,9.0,-0.002506
86145,1999-11-02,4412.0,Y6476W10,OMM,O M I CORP NEW,,34809,1,Y6476W10,1.75,229400.0,0.000000,,,41647.0,,0.004907
10564,2000-06-22,4840,00684810,ADLA,ADELPHIA COMMUNICATIONS CORP,ADLAC,8473,3,00684810,46.5,689124.0,-0.022338999999999998,46.5,46.5625,112176.0,924.0,-0.006828
45728,1998-08-10,3842,46120310,IVCR,INVACARE CORP,IVCR,7029,1,46120310,21.875,65171.0,-0.033149,21.75,22.25,28544.0,72.0,-0.005382
49138,2000-03-27,3462,82654610,SIF,SIFCO INDUSTRIES INC,,21617,2,82654610,5.8125,4300.0,-0.03125,5.625,6.0,5197.0,,-0.002379
82726,2004-09-10,3940,45941210,,INTERNATIONAL DISPLAYWORKS INC,,14223,3,45941210,,,B,,,6177.0,,0.0061920000000000005
87058,2000-03-13,8710,92281510,VNTR,VENTRO CORP,VNTR,16671,3,65333Q20,162.0,533674.0,-0.106515,162.0,163.0,31797.0,1341.0,-0.008059
85951,1998-04-22,919,68210P10,OME,OMEGA PROTEIN CORP,,34725,1,68210P10,17.375,95000.0,-0.024561,17.1875,17.4375,23676.0,,0.002936
44637,2004-06-03,3661,45837210,INTL,INTER TEL INC,INTL,2369,3,45837210,23.97,128556.0,-0.0412,24.0,23.98,25684.0,747.0,-0.009511
76366,1999-09-24,4813,42273010,HCT,HECTOR COMMUNICATIONS CORP,,10704,2,42273010,14.625,5900.0,0.008621,14.125,15.0,3435.0,,-0.005129
86182,1998-10-27,7370,69900J10,PGEOF,PARADIGM GEOPHYSICAL LTD,PGEOF,16143,3,69900J10,5.0,6200.0,0.025641,5.0,5.125,13026.0,5.0,0.004877
35685,2005-01-13,6020,32020910,FFBC,FIRST FINANCIAL BANCORP OHIO,FFBC,6736,3,32020910,17.72,293331.0,0.001696,17.74,17.75,43677.0,896.0,-0.002709
84365,2002-03-18,2421,24785010,DEL,DELTIC TIMBER CORP,DEL,31822,1,24785010,30.1,18900.0,0.025554,30.03,30.15,11888.0,,0.004768
80857,1997-11-03,5411,92710740,VLGEA,VILLAGE SUPER MARKET INC,VLGEA,4815,3,92710740,-9.5,0.0,-0.025641,9.25,9.75,1316.0,0.0,0.012466
76722,1999-11-15,6330,85570710,STFC,STATE AUTO FINANCIAL CORP,STFC,11001,3,85570710,11.0,35744.0,0.011493999999999999,11.0,11.25,39630.0,38.0,0.008944
84322,1999-03-01,7941,57090610,MRT,MARQUEE GROUP INC,,15208,2,57090610,4.625,8000.0,-0.026316,4.5,4.75,18086.0,,-0.000627
86411,2000-01-24,6311,61533710,MNY,MONY GROUP INC,,34918,1,61533710,27.0,71200.0,-0.013699,26.875,27.25,47238.0,,-0.002527
27909,1997-06-19,2221,23021510,CFI,CULP INC,,6342,1,23021510,17.25,14400.0,0.007298999999999999,17.0,17.375,12539.0,,0.0061270000000000005
86534,2003-07-16,5810,69333Y10,PFCB,P F CHANGS CHINA BISTRO INC,PFCB,16331,3,69333Y10,48.42,271238.0,-0.007380,48.3,48.31,25287.0,1370.0,-0.002466
79230,1998-11-13,6726,81721E10,ARK,SENIOR HIGH INCOME PORTFOLIO INC,,29865,1,09255T10,8.75,54800.0,0.0,8.5625,8.875,53154.0,,0.0030989999999999998
79546,1998-11-06,6798,22818610,CWN,CROWN AMERICAN REALTY TRUST,,29938,1,22818610,8.1875,20000.0,0.000000,7.9375,8.3125,26490.0,,0.010636
42059,2002-04-02,5411,94884910,WMK,WEIS MARKETS INC,WMK,21900,1,94884910,30.0,14500.0,0.009420999999999999,29.91,30.0,27204.0,,-0.004695
82846,2005-10-11,3827,86126T20,STKR,STOCKERYALE INC,STKR,14318,3,86126T20,0.96,30396.0,-0.010309,0.96,0.97,27704.0,27.0,-0.006698999999999999
85631,2000-09-11,7370,05276910,ADSK,AUTODESK INC,ADSK,7623,3,05276910,28.5,535170.0,-0.006536,28.5,28.5625,57600.0,511.0,-0.00339
89780,2003-11-10,6726,52517810,LBC,LEHMAN BROS FIRST TR INC OP FD,LBC,44182,2,64128C10,15.29,44500.0,0.001310,15.21,15.29,12207.0,,-0.006173
73681,2006-01-13,3679,86853210,SUPX,SUPERTEX INC,SUPX,6650,3,86853210,43.84,223947.0,-0.038596,43.82,43.84,13530.0,920.0,0.002924
80698,1999-11-03,2844,88362410,TLZ,THERMOLASE CORP,,30436,2,88362410,1.75,8500.0,-0.034483,,,39348.0,,0.008962999999999999
10253,2004-04-28,7812,25614T10,DMC,DOCUMENT SECURITY SYSTEMS INC,DMC,7922,2,26253C10,6.9,800.0,-0.041667,6.75,7.0,10869.0,,-0.017847
57067,2001-09-26,2731,64037610,TNM,NELSON THOMAS INC,,4492,1,64037610,8.2,13700.0,-0.021480,8.1,8.25,13286.0,,-0.00998
70295,1996-12-17,6723,98983410,ZF,ZWEIG FUND INC,,21954,1,92837G10,10.75,74500.0,-0.011493999999999999,10.75,10.875,47622.0,,-0.002288
77256,2004-06-01,6020,56062Y10,MSFG,MAINSOURCE FINANCIAL GROUP INC,MSFG,11277,3,56062Y10,19.9,12900.0,0.017382,19.73,19.9,10578.0,69.0,0.00229
75429,2006-03-21,6726,69374210,PHF,PACHOLDER HIGH YIELD FUND INC,PHF,22004,2,69374210,9.54,23200.0,0.000000,9.5,9.54,12914.0,,-0.0070019999999999995
15617,1996-11-18,6712,06590810,BANC,BANKATLANTIC BANCORP INC,BANC,6627,3,06590810,12.9375,11680.0,-0.004808,12.875,13.0,10583.0,11.0,-0.002073
85452,2005-03-22,5990,00086T10,ACMR,AC MOORE ARTS AND CRAFTS INC,ACMR,15750,3,00086T10,26.12,66479.0,-0.012476,26.07,26.11,19667.0,487.0,-0.004405
83905,1996-10-29,3550,84892620,SPNI,SPINNAKER INDUSTRIES INC,SPNI,4235,2,84892620,36.0,2200.0,0.028571,27.0,36.0,3075.0,7.0,-0.005913
56223,2005-08-10,2421,54634710,LPX,LOUISIANA PACIFIC CORP,LPX,21121,1,54634710,24.94,1312600.0,-0.00677,24.91,24.93,110855.0,,-0.00099
77553,1997-02-06,6726,92892210,VMN,VOYAGEUR MN MUNI INCOME FD INC,,29482,2,24610U10,14.75,1400.0,0.008546999999999999,14.625,14.75,2595.0,,0.000918
86934,2001-12-18,8740,65332E10,NXRA,NEXTERA ENTERPRISES INC,NXRA,35061,3,65332E10,0.28,67620.0,0.000000,0.27,0.29,31648.0,54.0,0.007095000000000001
85991,2001-07-24,4810,52729N10,LVLT,LEVEL 3 COMMUNICATIONS INC,LVLT,16033,1,52729N30,4.86,5282697.0,-0.029940,4.86,4.87,368249.0,5749.0,-0.011498
13928,2005-12-29,2911,20825C10,COP,CONOCOPHILLIPS,COP,21401,1,20825C10,57.7,9160500.0,-0.010121999999999999,57.74,57.74,1387565.0,,7.7e-05
68312,1996-12-17,6798,63862010,NHP,NATIONWIDE HEALTH PROPERTIES INC,,20301,1,63862010,21.75,71000.0,0.005780,21.625,21.875,41781.0,,-0.002288
81502,1999-02-22,3660.0,69326210,PCMS,P COM INC,PCMS,13601,3,69326220,6.8125,1280946.0,0.058252,6.8125,6.9375,43532.0,1030.0,0.0066170000000000005
80784,2001-10-03,6726,40973510,BTO,HANCOCK JOHN BK & THRIFT OPPT FD,,30462,1,40973520,8.23,195800.0,0.002436,8.13,8.37,84400.0,,0.020669999999999997
23835,2006-05-09,4932,55269010,MDU,M D U RESOURCES GROUP INC,MDU,21132,1,55269010,36.35,283900.0,-0.012228,36.3,36.33,119957.0,,-0.000121
86442,2006-08-28,6726.0,09248N10,BHY,BLACKROCK HIGH YIELD TRUST,BHY,34946,1,09248N10,8.0799,19900.0,0.003727,8.0,8.08,6414.0,,0.005268999999999999
89909,2004-05-21,5947,30305110,FCPO,FACTORY CARD & PARTY OUTLET CORP,FCPO,15225,3,30305110,10.1,8300.0,-0.037178,10.05,10.09,3079.0,21.0,0.006044
82652,2001-07-11,3663,50050710,KOR,KOOR INDUSTRIES LTD,,27463,1,50050710,6.42,3500.0,-0.003106,6.31,6.49,3531.0,,-0.005392
65859,1999-03-15,4813,03095410,AIT,AMERITECH CORP,,20088,1,03095410,66.5,1664800.0,-0.012987,66.375,66.5625,1103248.0,,0.001092
49227,2000-08-16,2873,52687210.0,LSCO,LESCO INC OHIO,LSCO,7206,3,52687210.0,17.5625,29850.0,0.003571,17.375,17.5625,8528.0,17.0,0.002054
80621,1997-05-12,2731,20934110,CGX,CONSOLIDATED GRAPHICS INC,,13135,1,20934110,28.25,55100.0,-0.021645,28.0,28.5,12440.0,,0.005104999999999999
12320,2000-02-16,3321,02339510,AIZ,AMCAST INDUSTRIAL CORP,,1336,1,02339510,12.375,26700.0,-0.010000,12.0625,12.4375,8955.0,,0.004002
87541,2006-08-24,2653,69515610,PKG,PACKAGING CORP AMERICA,PKG,23511,1,69515610,22.45,278500.0,-0.004435,22.43,22.45,104126.0,,0.000662
45306,1999-05-26,6794,45866A10,IDC,INTERDIGITAL COMMUNICATIONS CORP,,5184,3,45867G10,4.625,125500.0,-0.013333000000000001,4.5625,4.75,48470.0,,-0.000131
80146,1997-12-22,8730.0,65333B10,NXTR,NEXSTAR PHARMACEUTICALS INC,NXTR,12804,3,65333B10,11.625,291132.0,0.044944,11.6875,11.75,27362.0,150.0,-0.001812
86452,2004-11-08,6726,81369Y30,XLP,SELECT SECTOR SPDR TRUST,XLP,34957,4,81369Y30,22.71,1681800.0,-0.001758,22.67,22.71,26451.0,,-0.001109
84130,2000-07-26,3570,84862310,SPLH,SPLASH TECHNOLOGY HOLDINGS INC,SPLH,15023,3,84862310,7.375,94964.0,0.017241,7.125,7.375,14321.0,155.0,-0.004929
76095,1996-01-25,3840,43644010,HOLX,HOLOGIC INC,HOLX,10504,3,43644010,43.75,73067.0,-0.011299,43.0,43.75,4184.0,59.0,0.001772
75938,2000-10-23,6726,64446510,GF,NEW GERMANY FUND INC,,22149,1,64446510,11.0625,39800.0,-0.005618,11.0,11.1875,28722.0,,0.006074
11378,2003-04-11,2819,12960310,CCC,CALGON CARBON CORP,CCC,9221,1,12960310,4.85,22400.0,-0.010204,4.85,4.86,38985.0,,-2.6000000000000002e-05
82558,1997-10-22,2890,12525210,CFCI,C F C INTERNATIONAL INC,CFCI,14137,3,12525210,13.25,9700.0,0.019231,13.0,13.5,4173.0,13.0,0.000349
47205,1999-11-04,3562,48658710,KDN,KAYDON CORP,,6985,1,48658710.0,25.3125,62700.0,-0.004914,25.0,25.5,31859.0,,0.004602
85578,2000-05-04,3840.0,83539710,SOMN,SOMNUS MEDICAL TECHNOLOGIES INC,SOMN,15810,3,83539710,3.625,534.0,0.000000,3.625,3.875,14552.0,3.0,0.006214
81020,2001-05-02,3714,95081310,WCST,WESCAST INDUSTRIES INC,WCST,13392,3,95081310,29.94,100.0,0.029220,29.31,30.0,5392.0,1.0,0.012486
10814,1996-12-11,4010,24624410,DOCP,DELAWARE OSTEGO CORP,DOCP,8703,3,24624410,9.875,9551.0,0.012821,9.75,10.25,1744.0,3.0,-0.008225
76644,2005-12-27,3312,91290910,X,UNITED STATES STEEL CORP NEW,X,29028,1,91290910,47.51,2602900.0,0.00021,47.5,47.52,113384.0,,-0.007568000000000001
80539,1999-06-07,2830,45719110,INHL,INHALE THERAPEUTIC SYSTEMS,INHL,13036,3,64026810,26.875,31618.0,0.000000,26.875,27.0,16925.0,108.0,0.007205
82255,2005-08-05,8721,16281310,CKFR,CHECKFREE CORP NEW,CKFR,13998,3,16281310,38.68,1119856.0,-0.039006,38.71,38.75,90258.0,5543.0,-0.007940000000000001
54973,1997-05-19,6723,05969510,BCV,BANCROFT CONVERTIBLE FUND INC,,20261,2,05969510,23.625,4000.0,0.016129,23.25,23.75,2950.0,,0.001997
86821,2002-07-01,3690,29975910,EVRC,EVERCEL INC,EVRC,16460,3,29975910,1.49,5139.0,0.000000,1.35,1.49,10404.0,10.0,-0.018512
72232,2002-10-07,3550,84856510,SPIR,SPIRE CORP,SPIR,6688,3,84856510,2.1,5500.0,-0.036697,2.1,2.19,6755.0,11.0,-0.021463999999999997
83481,1999-02-24,5460.0,08909030,BIGC,BIG CITY BAGELS INC,BIGC,14598,3,08909030,0.84375,181131.0,-0.035714,0.84375,0.875,1432.0,127.0,-0.004007
76889,2000-05-19,2830,09058T10,BCHE,BIOCHEM PHARMA INC,BCHE,10862,3,09058T10,22.1875,170586.0,-0.022039,22.125,22.375,101203.0,304.0,-0.015356999999999999
83387,1997-09-05,5030,47733C20,JCTCF,JEWETT CAMERON TRADING LTD,JCTCF,14525,3,47733C20,4.3125,2000.0,-0.054795,4.0,4.75,1161.0,2.0,0.006182
87195,2000-03-01,2750,45244D10,IMGX,IMAGEX COM INC,IMGX,16916,3,45244D10,27.5,882824.0,0.139896,27.25,27.375,21446.0,1533.0,0.014015000000000001
88246,2000-10-17,4841,22841110,CRWN,CROWN MEDIA HOLDINGS INC,CRWN,37510,3,22841110,13.1875,4300.0,0.000000,12.875,13.25,29353.0,13.0,-0.018506
41930,2004-02-05,3330,43123220,HSVLY,HIGHVELD STEEL & VANADIUM LTD,HSVLY,5142,3,43123220,2.35,16783.0,-0.000425,2.32,2.37,277.0,20.0,0.001911
89477,2000-04-20,6726,46060A10,IAH,INTERNET ARCHITECTURE HOLDRS TR,,36762,4,46060A10,86.4375,29700.0,-0.006466,86.625,86.875,2700.0,,0.00305
82686,2002-08-12,7370,17737610,CTXS,CITRIX SYSTEMS INC,CTXS,14201,3,17737610,5.89,2531653.0,0.020797,5.89,5.9,174953.0,3314.0,3.7e-05
80042,1998-03-11,3080,86083210,STIM,STIMSONITE CORPORATION,STIM,12687,3,86083210,6.375,700.0,0.000000,6.0,6.5625,8468.0,2.0,0.004799
83686,2001-04-24,2830,N7248210,QGENF,QIAGEN NV,QGENF,14775,1,N7248212,24.5,289516.0,0.027685,24.45,24.56,142660.0,294.0,0.001786
75884,1998-06-19,6726,67062H10,NMA,NUVEEN MUNICIPAL ADVANTAGE FUND,,22133,1,67062H10,16.125,15900.0,0.0,16.0,16.125,42232.0,,-0.0011
82573,2001-05-29,6030,34387310,FFIC,FLUSHING FINANCIAL CORP,FFIC,14157,3,34387310,23.5,15540.0,0.000000,23.49,23.5,9196.0,41.0,-0.00827
83995,1997-01-16,2813,59990310,MCH,MILLENNIUM CHEMICALS INC,,31741,1,59990310,19.625,661000.0,0.006410,19.625,20.0,75100.0,,0.0033380000000000003
77158,2006-12-12,2833,48274020,KV,K V PHARMACEUTICAL CO,KVA,2589,1,48274020,24.05,164400.0,0.003756,24.04,24.07,37033.0,,-0.003558
80823,2001-12-18,1620,45950T10,IFCI,INTERNATIONAL FIBERCOM INC,IFCI,13274,3,45950T10,0.26,577896.0,0.000000,0.25,0.26,38848.0,395.0,0.007095000000000001
79005,2000-09-22,4830,L8137F10,SBTV,S B S BROADCASTING SA,SBTV,12004,3,L8137F10,42.0,11775.0,0.019727,40.9375,42.0,25726.0,18.0,-0.002141
70113,1999-10-15,2330,52701610,LFAY,LESLIE FAY INC NEW,LFAY,21096,3,52701610,4.9375,9300.0,-0.081395,4.875,4.9375,5995.0,20.0,-0.013602000000000001
80422,2002-06-27,3714,52186510,LEA,LEAR CORP,LEA,30388,1,52186510,44.55,534800.0,0.011351,44.46,44.53,65250.0,,0.011504
83672,1996-08-21,6030,52901710,LXMO,LEXINGTON B & L FINL CORP,LXMO,14696,3,52901710,10.0,5147.0,0.000000,9.75,10.25,1265.0,2.0,0.000708
88660,2004-08-09,2911,16941R10,SNP,CHINA PETRO & CHEMICAL CORP,SNP,40142,1,16941R10,38.9,70700.0,0.006729,38.85,38.9,19294.0,,-0.004103
81098,1996-11-27,3660,72348110,PCLE,PINNACLE SYSTEMS INC,PCLE,13417,3,72348110,10.5,10800.0,0.012048,10.125,10.5,7482.0,16.0,0.0039369999999999995
83392,1998-05-14,7370,55081810,LCOS,LYCOS INC,LCOS,14496,3,55081810,69.0,3082258.0,0.008219,69.0,69.25,18531.0,4828.0,-0.0011300000000000001
84648,2006-04-10,1041,76547T10,RIC,RICHMONT MINES INC,RIC,31942,1,76547T10,3.85,26800.0,0.018519,3.82,3.85,20995.0,,-0.002352
66093,2006-07-18,4813,00206R10,T,A T & T INC,T,21645,1,00206R10,26.99,11859000.0,0.008971999999999999,26.97,26.99,3887944.0,,0.000127
83987,2005-11-09,2834,35802910,FMS,FRESENIUS MEDICAL CARE AG,FMS,31733,1,35802910,31.05,18300.0,0.014043,31.0,31.05,13785.0,,0.002089
83383,2001-02-09,3840,46185110,INVN,INVISION TECHNOLOGIES INC,INVN,14547,3,46185110,2.125,40675.0,-0.042254,2.125,2.1875,12650.0,36.0,-0.009425
76110,2002-12-26,8082,57681720,MATR,MATRIA HEALTHCARE INC,MATR,10533,3,57681720,8.73,31067.0,0.002296,8.63,8.75,10051.0,71.0,0.0022010000000000003
88379,2002-02-01,7299,67069D10,,NUTRI SYSTEM INC NEW,,37746,3,67069D10,,,B,,,28545.0,,-0.002153
